"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"1419","11",75,"control",1563,380,60,440,0
"1420","11",76,"multi-motive",1641,160,360,520,1
"1421","11",77,"multi-motive",1310,60,380,440,1
"1422","11",78,"multi-motive",2009,280,280,560,1
"1423","11",79,"multi-motive",1165,380,40,420,0
"1424","11",80,"multi-motive",2079,360,120,480,0
"1425","11",81,"multi-motive",1751,380,20,400,0
"1426","11",82,"multi-motive",1613,380,60,440,0
"1427","11",83,"multi-motive",2127,220,320,540,0
"1428","11",84,"multi-motive",1378,100,380,480,1
"1597","12",1,"control",2757,100,380,480,1
"1598","12",2,"control",1479,120,360,480,1
"1599","12",3,"control",2762,360,160,520,0
"1600","12",4,"multi-motive",1824,380,40,420,0
"1601","12",5,"multi-motive",1752,340,180,520,1
"1602","12",6,"multi-motive",1833,60,380,440,1
"1603","12",7,"multi-motive",1585,220,320,540,1
"1604","12",8,"multi-motive",3231,60,380,440,0
"1605","12",9,"multi-motive",1474,300,240,540,0
"1606","12",10,"multi-motive",1121,360,160,520,1
"1607","12",11,"multi-motive",1950,360,120,480,0
"1608","12",12,"multi-motive",1183,120,360,480,1
"1609","12",13,"multi-motive",1062,40,380,420,1
"1610","12",14,"multi-motive",2896,160,360,520,0
"1611","12",15,"multi-motive",1492,340,180,520,0
"1612","12",16,"multi-motive",2706,240,300,540,1
"1613","12",17,"multi-motive",2065,300,240,540,1
"1614","12",18,"multi-motive",1372,280,280,560,0
"1616","12",20,"control",3535,380,20,400,1
"1617","12",21,"control",2674,60,380,440,1
"1618","12",22,"control",2681,380,60,440,1
"1619","12",23,"control",1290,20,380,400,1
"1620","12",24,"control",1538,40,380,420,1
"1622","12",26,"control",2235,300,240,540,0
"1623","12",27,"control",3324,380,100,480,1
"1624","12",28,"multi-motive",2314,40,380,420,0
"1626","12",30,"multi-motive",2395,380,100,480,1
"1627","12",31,"multi-motive",1552,360,160,520,0
"1628","12",32,"multi-motive",1713,20,380,400,1
"1629","12",33,"multi-motive",3919,360,120,480,1
"1630","12",34,"control",2242,220,320,540,0
"1631","12",35,"control",1236,240,300,540,1
"1633","12",37,"control",1236,220,320,540,1
"1634","12",38,"control",1296,100,380,480,0
"1635","12",39,"control",2950,380,40,420,0
"1636","12",40,"control",2317,40,380,420,0
"1637","12",41,"control",2548,320,220,540,1
"1638","12",42,"control",2306,320,220,540,0
"1639","12",43,"control",3048,300,240,540,1
"1640","12",44,"control",2134,380,100,480,0
"1641","12",45,"control",3108,240,300,540,0
"1642","12",46,"control",3926,120,360,480,0
"1644","12",48,"control",2875,160,360,520,1
"1645","12",49,"multi-motive",2306,320,220,540,0
"1646","12",50,"multi-motive",2471,180,340,520,1
"1647","12",51,"multi-motive",2188,320,220,540,1
"1648","12",52,"control",1967,340,180,520,0
"1649","12",53,"control",2267,180,340,520,0
"1650","12",54,"control",3611,20,380,400,1
"1652","12",56,"multi-motive",3761,380,20,400,0
"1653","12",57,"multi-motive",3348,280,280,560,1
"1655","12",59,"control",2817,360,120,480,0
"1656","12",60,"control",2986,280,280,560,0
"1657","12",61,"control",2979,340,180,520,1
"1658","12",62,"control",1895,360,160,520,1
"1659","12",63,"control",2799,60,380,440,1
"1660","12",64,"multi-motive",2751,180,340,520,0
"1661","12",65,"multi-motive",3683,380,60,440,1
"1662","12",66,"multi-motive",2761,380,100,480,1
"1663","12",67,"multi-motive",2320,100,380,480,1
"1664","12",68,"multi-motive",2566,380,60,440,0
"1665","12",69,"multi-motive",2899,120,360,480,0
"1666","12",70,"multi-motive",2099,160,360,520,1
"1667","12",71,"multi-motive",3666,20,380,400,1
"1669","12",73,"multi-motive",2305,240,300,540,1
"1670","12",74,"multi-motive",2129,220,320,540,0
"1679","12",83,"control",2410,280,280,560,1
"1680","12",84,"control",1942,180,340,520,1
"1681","13",1,"multi-motive",2261,100,380,480,1
"1682","13",2,"multi-motive",2085,160,360,520,1
"1683","13",3,"multi-motive",2925,380,60,440,1
"1684","13",4,"control",2167,300,240,540,1
"1685","13",5,"control",2511,380,40,420,1
"1686","13",6,"control",2849,240,300,540,1
"1687","13",7,"control",2828,20,380,400,1
"1688","13",8,"control",1792,40,380,420,1
"1689","13",9,"control",1823,180,340,520,1
"1690","13",10,"control",2508,300,240,540,1
"1691","13",11,"control",2528,360,160,520,1
"1692","13",12,"control",1750,40,380,420,1
"1694","13",14,"control",1473,100,380,480,1
"1695","13",15,"control",940,280,280,560,1
"1696","13",16,"control",1630,360,160,520,1
"1697","13",17,"control",2880,20,380,400,1
"1699","13",19,"control",2279,60,380,440,1
